openalex_id,display_name,country_code,type,works_count,cited_by_count,ror_id,homepage_url,image_url
https://openalex.org/I24943067,Fudan University,CN,education,191625,4160912,https://ror.org/013q1eq08,https://fudan.edu.cn,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Fudan%20University%20Logo.svg
https://openalex.org/I189158943,University of Milan,IT,education,188256,5670689,https://ror.org/00wjc7c48,https://www.unimi.it,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Festa%20del%20Perdono%20Facciata%20Milano.jpg
https://openalex.org/I60134161,Nagoya University,JP,education,188152,4287387,https://ror.org/04chrp450,http://en.nagoya-u.ac.jp/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%A4%A7%E5%AD%A6.svg
https://openalex.org/I20089843,Princeton University,US,education,187807,10632702,https://ror.org/00hx57361,https://www.princeton.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Princeton%20text%20logo.svg
https://openalex.org/I1283280774,Brigham and Women's Hospital,US,healthcare,185627,11404378,https://ror.org/04b6nzv94,http://www.brighamandwomens.org/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/75francis180.jpg
https://openalex.org/I62916508,Technical University of Munich,DE,education,185167,5758596,https://ror.org/02kkvpp62,https://www.tum.de,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/TU%20Muenchen%20Logo.svg
https://openalex.org/I16391192,Tel Aviv University,IL,education,184432,6078756,https://ror.org/04mhzgx49,http://english.tau.ac.il/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Tel%20Aviv%20university%20logo%20-%20Hebrew.png
https://openalex.org/I79619799,University of Birmingham,GB,education,182971,6175130,https://ror.org/03angcq70,http://www.birmingham.ac.uk/index.aspx,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Aston%20Webb%20buildings%20in%20snow%2C%20The%20University%20of%20Birmingham%2C%20Dec%202009.jpg
https://openalex.org/I204983213,Harbin Institute of Technology,CN,education,182757,3137309,https://ror.org/01yqg2h08,https://www.hit.edu.cn,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/%E5%93%88%E5%B0%94%E6%BB%A8%E5%B7%A5%E4%B8%9A%E5%A4%A7%E5%AD%A6%20-%20panoramio%20%283%29.jpg
https://openalex.org/I111088046,Boston University,US,education,182538,8506220,https://ror.org/05qwgg493,https://www.bu.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Boston%20University%20wordmark.svg
https://openalex.org/I37461747,Wuhan University,CN,education,180950,3351638,https://ror.org/033vjfk17,https://www.whu.edu.cn,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Whu%20old%20library%201.JPG
https://openalex.org/I173911158,Iowa State University,US,education,180744,4528796,https://ror.org/04rswrd78,https://www.iastate.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Iowa%20State%20University%20wordmark.svg
https://openalex.org/I133731052,University of Helsinki,FI,education,179834,6633849,https://ror.org/040af2s02,https://www.helsinki.fi/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Helsingin%20yliopiston%20p%C3%A4%C3%A4rakennus.jpg
https://openalex.org/I9360294,University of Bologna,IT,education,179539,4853286,https://ror.org/01111rn36,https://www.unibo.it,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Palazzo%20Poggi%20UniBo.jpg
https://openalex.org/I51556381,University of Virginia,US,education,178179,6531955,https://ror.org/0153tk833,https://virginia.edu,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/University%20of%20Virginia%20Rotunda%20logo.svg
https://openalex.org/I159176309,Universität Hamburg,DE,education,177701,4978222,https://ror.org/00g30e956,http://www.uni-hamburg.de,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/UHH%20Universit%C3%A4t%20Hamburg%20Logo%20mit%20Schrift%202010%20Farbe%20CMYK.svg
https://openalex.org/I36234482,University of Bristol,GB,education,176429,6932753,https://ror.org/0524sp257,http://bristol.ac.uk/,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/University%20of%20Bristol.jpg
https://openalex.org/I138689650,University of Padua,IT,education,176407,5210242,https://ror.org/00240q980,https://www.unipd.it,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Palazzo%20Bo%20%28Padua%29.jpg
